order id,order date,ship mode,customer id,customer name,origin channel,city,state,postal code,region,arrival scan date,on truck scan date,ready to ship date,pickup date,order_date_day,arrival_scan_day,on_truck_scan_day,ready_to_ship_day,pickup_day
CA-2018-130995,2018-11-01,Standard Class,QJ-19255,Quincy Jones,Sales,New York City,New York,10009,East,,,,,Thursday,,,,
CA-2020-144589,2020-01-20,Standard Class,TM-21010,Tamara Manning,Email,San Francisco,California,94122,West,2020-02-03,2020-01-29,,,Monday,Monday,Wednesday,,
US-2020-112613,2020-05-28,Standard Class,JH-15910,Jonathan Howell,Email,Houston,Texas,77070,Central,,2020-06-03,,,Thursday,,Wednesday,,
CA-2020-126067,2020-08-28,Standard Class,KN-16705,Kristina Nunn,Facebook,Seattle,Washington,98105,West,,2020-09-04,,,Friday,,Friday,,
CA-2017-144624,2017-11-19,Standard Class,JM-15865,John Murray,Email,Jamestown,New York,14701,East,,,,,Sunday,,,,
CA-2019-146206,2019-09-10,Second Class,KT-16480,Kean Thornton,Email,Houston,Texas,77095,Central,2019-09-23,2019-09-18,2019-09-16,2019-09-18,Tuesday,Monday,Wednesday,Monday,Wednesday
CA-2018-168746,2018-01-27,Second Class,SV-20365,Seth Vernon,Email,Cleveland,Ohio,44105,East,,,,,Saturday,,,,
CA-2019-118626,2019-08-15,Standard Class,JC-15775,John Castell,Email,Tallahassee,Florida,32303,South,,2019-08-21,,,Thursday,,Wednesday,,
CA-2020-134404,2020-12-27,First Class,DR-12880,Dan Reichenbach,Sales,Newark,Ohio,43055,East,,2020-12-28,,,Sunday,,Monday,,
CA-2019-137729,2019-05-05,Standard Class,BF-11005,Barry Franz,Facebook,Los Angeles,California,90004,West,2019-05-17,2019-05-13,,,Sunday,Friday,Monday,,
CA-2020-128300,2020-11-24,Second Class,RS-19765,Roland Schwarz,Sales,Summerville,South Carolina,29483,South,,2020-11-27,,,Tuesday,,Friday,,
CA-2020-127180,2020-10-22,First Class,TA-21385,Tom Ashbrook,Facebook,New York City,New York,10024,East,,2020-10-26,,,Thursday,,Monday,,
CA-2019-149111,2019-04-17,Second Class,BF-11170,Ben Ferrer,Facebook,Raleigh,North Carolina,27604,South,,2019-04-24,,,Wednesday,,Wednesday,,
CA-2020-123372,2020-11-28,Standard Class,DG-13300,Deirdre Greer,Sales,New York City,New York,10035,East,,2020-12-07,,,Saturday,,Monday,,
CA-2017-110100,2017-04-25,Standard Class,LC-16885,Lena Creighton,Email,Wilmington,North Carolina,28403,South,,,,,Tuesday,,,,
CA-2017-127187,2017-12-04,Standard Class,CP-12085,Cathy Prescott,Sales,New York City,New York,10024,East,,,,,Monday,,,,
CA-2017-100006,2017-09-07,Standard Class,DK-13375,Dennis Kane,Email,New York City,New York,10024,East,,,,,Thursday,,,,
CA-2020-149888,2020-11-07,Standard Class,EP-13915,Emily Phan,Email,Philadelphia,Pennsylvania,19120,East,,2020-11-12,,,Saturday,,Thursday,,
CA-2020-119193,2020-12-22,First Class,SK-19990,Sally Knutson,Email,Toledo,Ohio,43615,East,,2020-12-24,,,Tuesday,,Thursday,,
CA-2017-107594,2017-07-02,Standard Class,EH-13945,Eric Hoffmann,Email,Plainfield,New Jersey,7060,East,,,,,Sunday,,,,
CA-2018-140144,2018-06-20,Second Class,SC-20770,Stewart Carmichael,Sales,San Francisco,California,94122,West,,,,,Wednesday,,,,
CA-2019-139878,2019-11-11,Standard Class,LD-17005,Lisa DeCherney,Email,Detroit,Michigan,48234,Central,,2019-11-20,,,Monday,,Wednesday,,
US-2019-106677,2019-11-05,Standard Class,AS-10285,Alejandro Savely,Sales,Philadelphia,Pennsylvania,19134,East,,2019-11-13,,,Tuesday,,Wednesday,,
CA-2019-116974,2019-10-09,Standard Class,MP-17965,Michael Paige,Sales,Troy,Ohio,45373,East,2019-10-21,2019-10-16,,,Wednesday,Monday,Wednesday,,
CA-2017-154599,2017-04-12,Standard Class,KN-16450,Kean Nguyen,Sales,Redondo Beach,California,90278,West,,,,,Wednesday,,,,
CA-2019-153318,2019-10-25,First Class,JS-15595,Jill Stevenson,Sales,Miami,Florida,33180,South,2019-11-04,2019-10-28,,,Friday,Monday,Monday,,
CA-2019-100202,2019-12-31,Standard Class,BD-11620,Brian DeCherney,Email,Anaheim,California,92804,West,,2020-01-08,,,Tuesday,,Wednesday,,
CA-2017-148915,2017-11-01,Standard Class,ND-18370,Natalie DeCherney,Email,Portland,Oregon,97206,West,,,,,Wednesday,,,,
CA-2018-134747,2018-10-12,Second Class,DL-12925,Daniel Lacy,Email,Noblesville,Indiana,46060,Central,,,,,Friday,,,,
CA-2019-153353,2019-08-18,Standard Class,GG-14650,Greg Guthrie,Sales,New York City,New York,10035,East,,2019-08-28,,,Sunday,,Wednesday,,
US-2019-164189,2019-03-24,Standard Class,DR-12880,Dan Reichenbach,Sales,Gresham,Oregon,97030,West,,2019-04-01,,,Sunday,,Monday,,
CA-2018-135174,2018-04-30,Second Class,BP-11230,Benjamin Patterson,Email,Troy,Ohio,45373,East,,,,,Monday,,,,
CA-2019-128517,2019-04-09,Second Class,SW-20350,Sean Wendt,Facebook,Detroit,Michigan,48227,Central,,2019-04-17,,,Tuesday,,Wednesday,,
US-2020-132297,2020-05-27,Standard Class,DW-13480,Dianna Wilson,Facebook,Louisville,Kentucky,40214,South,,2020-06-03,,,Wednesday,,Wednesday,,
US-2020-159205,2020-03-31,Second Class,DB-12910,Daniel Byrd,Facebook,Henderson,Kentucky,42420,South,,2020-04-03,,,Tuesday,,Friday,,
CA-2018-121720,2018-06-11,First Class,JE-15610,Jim Epp,Sales,Lakeland,Florida,33801,South,,,,,Monday,,,,
CA-2020-149895,2020-09-08,Standard Class,EB-14110,Eugene Barchas,Email,Philadelphia,Pennsylvania,19134,East,,2020-09-16,,,Tuesday,,Wednesday,,
CA-2020-131828,2020-02-11,Second Class,CS-11845,Cari Sayre,Sales,Seattle,Washington,98105,West,2020-02-18,2020-02-14,,,Tuesday,Tuesday,Friday,,
CA-2020-159352,2020-03-12,Standard Class,KB-16585,Ken Black,Sales,Lowell,Massachusetts,1852,East,,2020-03-18,,,Thursday,,Wednesday,,
CA-2020-123981,2020-10-02,Standard Class,RW-19630,Rob Williams,Sales,New York City,New York,10035,East,,2020-10-09,,,Friday,,Friday,,
CA-2020-109750,2020-07-22,Standard Class,FH-14365,Fred Hopkins,Sales,New York City,New York,10009,East,,2020-07-29,,,Wednesday,,Wednesday,,
CA-2017-131527,2017-12-01,Standard Class,TB-21280,Toby Braunhardt,Email,Jacksonville,North Carolina,28540,South,,,,,Friday,,,,
CA-2020-104640,2020-11-10,Standard Class,FH-14275,Frank Hawley,Sales,New York City,New York,10024,East,,2020-11-18,2020-11-16,2020-11-18,Tuesday,,Wednesday,Monday,Wednesday
US-2019-127971,2019-11-20,Standard Class,DW-13195,David Wiener,Sales,Houston,Texas,77095,Central,2019-12-03,2019-11-29,,,Wednesday,Tuesday,Friday,,
CA-2020-113355,2020-12-01,Standard Class,SJ-20215,Sarah Jordon,Email,Grand Prairie,Texas,75051,Central,,2020-12-09,,,Tuesday,,Wednesday,,
CA-2019-159730,2019-09-17,Standard Class,SJ-20125,Sanjit Jacobs,Facebook,Seattle,Washington,98103,West,,2019-09-25,,,Tuesday,,Wednesday,,
CA-2020-110373,2020-10-27,Second Class,MA-17560,Matt Abelman,Facebook,Chicago,Illinois,60610,Central,,2020-11-02,,,Tuesday,,Monday,,
CA-2019-155474,2019-07-08,Standard Class,CC-12220,Chris Cortes,Email,Seattle,Washington,98105,West,,2019-07-17,,,Monday,,Wednesday,,
CA-2017-143840,2017-05-22,Standard Class,EH-14185,Evan Henry,Email,Decatur,Alabama,35601,South,,,,,Monday,,,,
US-2017-159926,2017-11-18,Standard Class,CS-11950,Carlos Soltero,Email,Philadelphia,Pennsylvania,19140,East,,,,,Saturday,,,,
US-2017-134733,2017-09-23,Standard Class,BM-11650,Brian Moss,Sales,San Diego,California,92037,West,,,,,Saturday,,,,
US-2017-150434,2017-07-19,Standard Class,CA-12310,Christine Abelman,Sales,Bristol,Connecticut,6010,East,,,,,Wednesday,,,,
CA-2018-161718,2018-12-04,Standard Class,SO-20335,Sean O'Donnell,Email,Hempstead,New York,11550,East,,,,,Tuesday,,,,
CA-2018-130659,2018-12-04,Second Class,MS-17365,Maribeth Schnelling,Email,New York City,New York,10035,East,,,,,Tuesday,,,,
CA-2017-166471,2017-08-09,Standard Class,MG-17650,Matthew Grinstein,Facebook,Seattle,Washington,98103,West,,,,,Wednesday,,,,
CA-2017-157609,2017-03-16,Second Class,KN-16705,Kristina Nunn,Facebook,Raleigh,North Carolina,27604,South,,,,,Thursday,,,,
CA-2020-114258,2020-11-05,Second Class,EM-13825,Elizabeth Moffitt,Sales,Dallas,Texas,75081,Central,,2020-11-12,2020-11-10,2020-11-12,Thursday,,Thursday,Tuesday,Thursday
CA-2017-124688,2017-08-27,First Class,CC-12610,Corey Catlett,Sales,Springfield,Virginia,22153,South,,,,,Sunday,,,,
US-2019-134761,2019-11-30,First Class,DB-13210,Dean Braden,Email,Hickory,North Carolina,28601,South,,2019-12-02,,,Saturday,,Monday,,
CA-2019-132731,2019-11-24,Standard Class,GA-14515,George Ashbrook,Email,Dallas,Texas,75081,Central,2019-12-06,2019-12-02,,,Sunday,Friday,Monday,,
CA-2019-130680,2019-06-24,Standard Class,BD-11320,Bill Donatelli,Email,San Diego,California,92024,West,,2019-07-03,,,Monday,,Wednesday,,
CA-2017-120838,2017-03-23,Second Class,PO-18865,Patrick O'Donnell,Email,Los Angeles,California,90036,West,,,,,Thursday,,,,
CA-2020-121839,2020-09-24,Standard Class,MH-18115,Mick Hernandez,Facebook,Lancaster,Ohio,43130,East,,2020-09-30,,,Thursday,,Wednesday,,
CA-2020-141929,2020-09-04,Standard Class,RA-19285,Ralph Arnett,Email,Los Angeles,California,90004,West,,2020-09-09,,,Friday,,Wednesday,,
CA-2019-109743,2019-09-22,Standard Class,SH-19975,Sally Hughsby,Sales,Smyrna,Tennessee,37167,South,,2019-10-02,,,Sunday,,Wednesday,,
CA-2019-155005,2019-06-13,Second Class,SC-20050,Sample Company A,Facebook,Jackson,Michigan,49201,Central,,2019-06-19,,,Thursday,,Wednesday,,
CA-2018-109575,2018-09-18,Standard Class,KH-16630,Ken Heidel,Sales,Clinton,Maryland,20735,East,,,,,Tuesday,,,,
CA-2019-115476,2019-03-17,First Class,VM-21835,Vivian Mathis,Email,Newark,Delaware,19711,East,,2019-03-18,,,Sunday,,Monday,,
CA-2018-103205,2018-12-08,Second Class,JJ-15760,Joel Jenkins,Facebook,Houston,Texas,77036,Central,,,,,Saturday,,,,
US-2020-148768,2020-11-30,Second Class,PN-18775,Parhena Norris,Facebook,Miami,Florida,33180,South,,2020-12-04,,,Monday,,Friday,,
CA-2017-149643,2017-11-16,Standard Class,RH-19510,Rick Huthwaite,Facebook,Manhattan,Kansas,66502,Central,,,,,Thursday,,,,
CA-2018-135314,2018-07-09,Second Class,MC-17575,Matt Collins,Email,Philadelphia,Pennsylvania,19120,East,,,,,Monday,,,,
CA-2020-147760,2020-11-04,First Class,KL-16555,Kelly Lampkin,Sales,Greensboro,North Carolina,27405,South,,2020-11-06,2020-11-05,2020-11-06,Wednesday,,Friday,Thursday,Friday
CA-2018-113628,2018-11-12,Standard Class,AH-10690,Anna Häberlin,Sales,Plantation,Florida,33317,South,,,,,Monday,,,,
CA-2018-102582,2018-09-15,Standard Class,NW-18400,Natalie Webber,Email,Mobile,Alabama,36608,South,,,,,Saturday,,,,
CA-2017-105984,2017-11-24,First Class,MY-18295,Muhammed Yedwab,Sales,Columbus,Ohio,43229,East,,,,,Friday,,,,
US-2020-105389,2020-10-23,Second Class,DM-13015,Darrin Martin,Email,San Antonio,Texas,78207,Central,,2020-10-30,,,Friday,,Friday,,
CA-2020-154039,2020-02-17,Standard Class,JK-16120,Julie Kriz,Facebook,Chicago,Illinois,60653,Central,,2020-02-26,,,Monday,,Wednesday,,
CA-2019-167759,2019-03-03,Second Class,CC-12670,Craig Carreira,Email,Bloomington,Indiana,47401,Central,,2019-03-13,,,Sunday,,Wednesday,,
CA-2017-100895,2017-06-02,Standard Class,SV-20785,Stewart Visinsky,Email,Roswell,Georgia,30076,South,,,,,Friday,,,,
CA-2020-126788,2020-06-05,First Class,AB-10105,Adrian Barton,Email,Pearland,Texas,77581,Central,,2020-06-08,,,Friday,,Monday,,
CA-2019-110044,2019-06-28,Second Class,RF-19735,Roland Fjeld,Email,Chicago,Illinois,60610,Central,,2019-07-03,,,Friday,,Wednesday,,
US-2019-151862,2019-03-01,Standard Class,ON-18715,Odella Nelson,Sales,Denver,Colorado,80219,West,,2019-03-11,,,Friday,,Monday,,
CA-2018-113901,2018-10-19,Standard Class,NH-18610,Nicole Hansen,Sales,Detroit,Michigan,48227,Central,,,,,Friday,,,,
CA-2018-105627,2018-03-08,Standard Class,DK-12895,Dana Kaydos,Email,Kenosha,Wisconsin,53142,Central,,,,,Thursday,,,,
CA-2017-154963,2017-06-22,Standard Class,AA-10645,Anna Andreadi,Email,Chester,Pennsylvania,19013,East,,,,,Thursday,,,,
CA-2020-130764,2020-10-27,First Class,JO-15145,Jack O'Briant,Sales,San Francisco,California,94110,West,,2020-10-28,,,Tuesday,,Wednesday,,
CA-2018-124058,2018-11-20,Standard Class,LC-16885,Lena Creighton,Email,Oakland,California,94601,West,,,,,Tuesday,,,,
US-2018-164308,2018-09-24,First Class,SC-20680,Steve Carroll,Facebook,Broken Arrow,Oklahoma,74012,Central,,,,,Monday,,,,
CA-2018-165414,2018-12-21,First Class,LS-17245,Lynn Smith,Email,Jacksonville,North Carolina,28540,South,,,,,Friday,,,,
CA-2019-111913,2019-08-04,Second Class,LC-16930,Linda Cazamias,Sales,Sacramento,California,95823,West,,2019-08-09,,,Sunday,,Friday,,
US-2020-155999,2020-08-07,Standard Class,JK-15370,Jay Kimmel,Email,San Diego,California,92105,West,,2020-08-14,,,Friday,,Friday,,
CA-2020-115546,2020-05-14,Standard Class,AH-10465,Amy Hunt,Email,New York City,New York,10035,East,,2020-05-20,,,Thursday,,Wednesday,,
CA-2018-150875,2018-11-16,Standard Class,HK-14890,Heather Kirkland,Sales,Boise,Idaho,83704,West,,,,,Friday,,,,
CA-2018-155068,2018-10-23,First Class,RA-19285,Ralph Arnett,Email,Lakeland,Florida,33801,South,,,,,Tuesday,,,,
US-2020-158505,2020-07-21,First Class,SF-20200,Sarah Foster,Email,Murray,Utah,84107,West,,2020-07-22,,,Tuesday,,Wednesday,,
CA-2020-130967,2020-03-10,Standard Class,EB-13870,Emily Burns,Email,Philadelphia,Pennsylvania,19140,East,,2020-03-18,,,Tuesday,,Wednesday,,
CA-2017-162278,2017-10-26,Second Class,AH-10585,Angele Hood,Email,Seattle,Washington,98105,West,,,,,Thursday,,,,
CA-2017-152345,2017-12-29,Second Class,ST-20530,Shui Tom,Email,Albuquerque,New Mexico,87105,West,,,,,Friday,,,,
US-2020-163195,2020-02-17,Second Class,LL-16840,Lauren Leatherbury,Email,Lafayette,Louisiana,70506,South,2020-03-02,2020-02-24,,,Monday,Monday,Monday,,
US-2018-122784,2018-07-20,Standard Class,RA-19915,Russell Applegate,Email,Highland Park,Illinois,60035,Central,,,,,Friday,,,,
CA-2019-108868,2019-09-08,Standard Class,KB-16585,Ken Black,Sales,Dallas,Texas,75081,Central,,2019-09-16,,,Sunday,,Monday,,
CA-2019-148740,2019-11-15,Standard Class,AH-10690,Anna Häberlin,Sales,San Diego,California,92024,West,,2019-11-20,,,Friday,,Wednesday,,
CA-2018-104129,2018-02-27,Standard Class,ES-14080,Erin Smith,Sales,Providence,Rhode Island,2908,East,,,,,Tuesday,,,,
CA-2018-126557,2018-07-12,Second Class,RL-19615,Rob Lucas,Email,Chicago,Illinois,60610,Central,,,,,Thursday,,,,
CA-2018-118871,2018-12-04,Second Class,HM-14860,Harry Marie,Sales,Los Angeles,California,90049,West,,,,,Tuesday,,,,
CA-2019-139395,2019-12-12,Standard Class,MG-17650,Matthew Grinstein,Facebook,Jackson,Michigan,49201,Central,,2019-12-20,,,Thursday,,Friday,,
CA-2018-117800,2018-09-21,Standard Class,TH-21550,Tracy Hopkins,Facebook,Everett,Massachusetts,2149,East,,,,,Friday,,,,
CA-2019-127698,2019-12-01,First Class,MV-18190,Mike Vittorini,Email,Raleigh,North Carolina,27604,South,,2019-12-02,,,Sunday,,Monday,,
CA-2019-101987,2019-06-24,Standard Class,HL-15040,Hunter Lopez,Email,Richmond,Indiana,47374,Central,,2019-07-03,,,Monday,,Wednesday,,
CA-2020-121643,2020-05-18,First Class,AB-10105,Adrian Barton,Email,Portland,Oregon,97206,West,,2020-05-20,,,Monday,,Wednesday,,
US-2018-122910,2018-05-12,Standard Class,LT-16765,Larry Tron,Email,Louisville,Colorado,80027,West,,,,,Saturday,,,,
CA-2019-159989,2019-12-09,Standard Class,EB-13870,Emily Burns,Email,Franklin,Tennessee,37064,South,,2019-12-16,,,Monday,,Monday,,
CA-2017-121573,2017-11-03,Standard Class,SG-20605,Speros Goranitis,Email,New York City,New York,10009,East,,,,,Friday,,,,
US-2017-167262,2017-10-31,Second Class,AC-10450,Amy Cox,Email,Avondale,Arizona,85323,West,,,,,Tuesday,,,,
CA-2020-136364,2020-07-13,Second Class,MH-17455,Mark Hamilton,Email,Philadelphia,Pennsylvania,19140,East,,2020-07-20,,,Monday,,Monday,,
CA-2017-164469,2017-06-25,Second Class,GK-14620,Grace Kelly,Sales,Salem,Oregon,97301,West,,,,,Sunday,,,,
CA-2017-138940,2017-04-11,Second Class,GM-14455,Gary Mitchum,Facebook,Austin,Texas,78745,Central,,,,,Tuesday,,,,
CA-2020-163531,2020-06-26,Standard Class,SC-20725,Steven Cartwright,Email,New York City,New York,10024,East,,2020-07-01,,,Friday,,Wednesday,,
CA-2017-133809,2017-11-18,Second Class,MS-17530,MaryBeth Skach,Email,Fairfield,Ohio,45014,East,,,,,Saturday,,,,
CA-2019-160304,2019-01-02,Standard Class,BM-11575,Brendan Murry,Sales,Gaithersburg,Maryland,20877,East,,2019-01-09,,,Wednesday,,Wednesday,,
CA-2018-155124,2018-03-15,Standard Class,KS-16300,Karen Seio,Sales,Lehi,Utah,84043,West,,,,,Thursday,,,,
CA-2018-153906,2018-03-16,Standard Class,MS-17980,Michael Stewart,Sales,New York City,New York,10009,East,,,,,Friday,,,,
CA-2018-109708,2018-05-25,Second Class,CY-12745,Craig Yedwab,Sales,Columbia,Tennessee,38401,South,,,,,Friday,,,,
CA-2018-165050,2018-12-07,First Class,AH-10210,Alan Hwang,Email,New York City,New York,10024,East,,,,,Friday,,,,
CA-2020-107321,2020-08-31,Standard Class,AW-10930,Arthur Wiediger,Facebook,San Francisco,California,94110,West,,2020-09-08,,,Monday,,Tuesday,,
CA-2018-102876,2018-09-07,Standard Class,LR-17035,Lisa Ryan,Sales,Philadelphia,Pennsylvania,19134,East,,,,,Friday,,,,
US-2020-160465,2020-07-21,Standard Class,SW-20350,Sean Wendt,Facebook,Cleveland,Ohio,44105,East,,2020-07-29,,,Tuesday,,Wednesday,,
CA-2017-153850,2017-11-24,Standard Class,TH-21100,Thea Hendricks,Email,Toledo,Ohio,43615,East,,,,,Friday,,,,
CA-2018-136469,2018-07-11,First Class,TS-21370,Todd Sumrall,Sales,Wilmington,Delaware,19805,East,,,,,Wednesday,,,,
CA-2019-109722,2019-12-05,Second Class,TP-21130,Theone Pippenger,Email,Georgetown,Kentucky,40324,South,,2019-12-11,,,Thursday,,Wednesday,,
CA-2018-136798,2018-05-08,Standard Class,DL-12925,Daniel Lacy,Email,Minneapolis,Minnesota,55407,Central,,,,,Tuesday,,,,
CA-2020-122196,2020-09-22,First Class,CA-12265,Christina Anderson,Email,Wilmington,Delaware,19805,East,,2020-09-25,,,Tuesday,,Friday,,
CA-2018-123330,2018-06-21,Standard Class,EP-13915,Emily Phan,Email,Deltona,Florida,32725,South,,,,,Thursday,,,,
CA-2017-141796,2017-06-21,First Class,JG-15160,James Galang,Email,Long Beach,New York,11561,East,,,,,Wednesday,,,,
CA-2020-163006,2020-06-30,Second Class,GH-14410,Gary Hansen,Facebook,Chicago,Illinois,60653,Central,,2020-07-08,,,Tuesday,,Wednesday,,
CA-2018-156146,2018-10-26,Second Class,AG-10495,Andrew Gjertsen,Sales,Peoria,Arizona,85345,West,,,,,Friday,,,,
US-2018-154389,2018-11-27,Standard Class,EH-14125,Eugene Hildebrand,Facebook,Philadelphia,Pennsylvania,19140,East,,,,,Tuesday,,,,
CA-2017-159709,2017-05-10,Standard Class,AI-10855,Arianne Irving,Email,Kent,Washington,98031,West,,,,,Wednesday,,,,
CA-2019-156265,2019-08-02,Second Class,BF-11020,Barry Französisch,Sales,Los Angeles,California,90032,West,,2019-08-07,,,Friday,,Wednesday,,
CA-2020-108791,2020-07-27,Standard Class,TM-21490,Tony Molinari,Email,Yonkers,New York,10701,East,,2020-08-03,,,Monday,,Monday,,
US-2019-168410,2019-02-21,Standard Class,BV-11245,Benjamin Venier,Sales,Oceanside,New York,11572,East,,2019-02-27,,,Thursday,,Wednesday,,
CA-2018-120320,2018-03-05,Standard Class,MV-18190,Mike Vittorini,Email,Houston,Texas,77036,Central,,,,,Monday,,,,
US-2017-168501,2017-11-21,Standard Class,JK-15325,Jason Klamczynski,Sales,Dallas,Texas,75220,Central,,,,,Tuesday,,,,
CA-2019-107790,2019-11-20,Standard Class,EH-13990,Erica Hackney,Email,Houston,Texas,77041,Central,,2019-11-27,,,Wednesday,,Wednesday,,
CA-2020-161410,2020-06-26,Standard Class,CC-12220,Chris Cortes,Email,Philadelphia,Pennsylvania,19143,East,,2020-07-06,,,Friday,,Monday,,
CA-2019-153157,2019-09-11,First Class,TB-21625,Trudy Brown,Email,Wichita,Kansas,67212,Central,,2019-09-16,2019-09-16,2019-09-16,Wednesday,,Monday,Monday,Monday
CA-2018-137106,2018-03-31,Standard Class,SC-20260,Scott Cohen,Sales,Jacksonville,Florida,32216,South,,,,,Saturday,,,,
CA-2020-160885,2020-12-02,Standard Class,JK-16090,Juliana Krohn,Email,Omaha,Nebraska,68104,Central,,2020-12-09,,,Wednesday,,Wednesday,,
CA-2020-151008,2020-09-07,First Class,JM-16195,Justin MacKendrick,Email,Draper,Utah,84020,West,,2020-09-09,,,Monday,,Wednesday,,
CA-2020-105333,2020-11-30,Standard Class,VP-21730,Victor Preis,Facebook,New York City,New York,10011,East,,2020-12-07,2020-12-04,2020-12-07,Monday,,Monday,Friday,Monday
CA-2020-160325,2020-09-24,First Class,BP-11095,Bart Pistole,Sales,Lawrence,Massachusetts,1841,East,,2020-09-25,,,Thursday,,Friday,,
CA-2018-141012,2018-06-09,Second Class,TG-21640,Trudy Glocke,Email,Pocatello,Idaho,83201,West,,,,,Saturday,,,,
CA-2020-115805,2020-07-31,First Class,KW-16435,Katrina Willman,Email,Chicago,Illinois,60653,Central,,2020-07-31,,,Friday,,Friday,,
US-2017-143707,2017-03-01,Standard Class,HR-14770,Hallie Redmond,Facebook,New York City,New York,10035,East,,,,,Wednesday,,,,
CA-2018-110548,2018-05-04,Standard Class,AH-10690,Anna Häberlin,Sales,Houston,Texas,77095,Central,,,,,Friday,,,,
CA-2020-104913,2020-11-18,Standard Class,DK-13090,Dave Kipp,Email,Long Beach,New York,11561,East,,2020-11-25,,,Wednesday,,Wednesday,,
US-2017-126340,2017-11-08,Standard Class,EB-13870,Emily Burns,Email,Redding,California,96003,West,,,,,Wednesday,,,,
CA-2018-163440,2018-03-22,First Class,RD-19900,Ruben Dartt,Email,Thousand Oaks,California,91360,West,,,,,Thursday,,,,
CA-2020-133207,2020-11-27,Standard Class,DO-13645,Doug O'Connell,Email,Los Angeles,California,90036,West,,2020-12-04,,,Friday,,Friday,,
CA-2019-167682,2019-04-03,Standard Class,ZD-21925,Zuschuss Donatelli,Email,Richmond,Indiana,47374,Central,,2019-04-10,,,Wednesday,,Wednesday,,
CA-2019-103107,2019-07-04,First Class,RB-19465,Rick Bensley,Facebook,Seattle,Washington,98103,West,,2019-07-05,,,Thursday,,Friday,,
CA-2019-151092,2019-08-06,Standard Class,VG-21790,Vivek Gonzalez,Email,Los Angeles,California,90032,West,,2019-08-14,,,Tuesday,,Wednesday,,
CA-2020-116953,2020-04-24,First Class,SV-20935,Susan Vittorini,Email,Mesa,Arizona,85204,West,,2020-04-27,,,Friday,,Monday,,
US-2020-163300,2020-09-15,Standard Class,ES-14020,Erica Smith,Email,Los Angeles,California,90049,West,,2020-09-23,,,Tuesday,,Wednesday,,
CA-2020-129581,2020-12-11,Standard Class,KN-16390,Katherine Nockton,Sales,New Bedford,Massachusetts,2740,East,,2020-12-21,,,Friday,,Monday,,
CA-2020-143378,2020-09-19,Standard Class,JR-16210,Justin Ritter,Sales,Springfield,Oregon,97477,West,,2020-09-23,,,Saturday,,Wednesday,,
CA-2019-161928,2019-06-27,Second Class,AC-10660,Anna Chung,Email,San Francisco,California,94109,West,,2019-07-03,,,Thursday,,Wednesday,,
CA-2020-157903,2020-04-04,Standard Class,AM-10705,Anne McFarland,Email,Des Plaines,Illinois,60016,Central,,2020-04-13,,,Saturday,,Monday,,
CA-2020-113453,2020-10-21,Standard Class,CM-12160,Charles McCrossin,Email,Philadelphia,Pennsylvania,19143,East,,2020-10-30,,,Wednesday,,Friday,,
CA-2019-133669,2019-10-21,Standard Class,SV-20935,Susan Vittorini,Email,Columbus,Ohio,43229,East,,2019-10-30,,,Monday,,Wednesday,,
US-2018-129553,2018-07-27,Standard Class,PG-18820,Patrick Gardner,Email,Louisville,Kentucky,40214,South,,,,,Friday,,,,
CA-2019-160220,2019-10-20,Standard Class,JS-16030,Joy Smith,Email,Trenton,Michigan,48183,Central,,2019-10-30,,,Sunday,,Wednesday,,
CA-2017-148782,2017-11-02,Standard Class,PO-18850,Patrick O'Brill,Email,Irving,Texas,75061,Central,,,,,Thursday,,,,
CA-2018-115392,2018-10-01,Second Class,RM-19675,Robert Marley,Facebook,Cambridge,Massachusetts,2138,East,,,,,Monday,,,,
CA-2020-102379,2020-12-02,Standard Class,BB-11545,Brenda Bowman,Sales,Oakland,California,94601,West,,2020-12-09,,,Wednesday,,Wednesday,,
CA-2019-121020,2019-10-24,Standard Class,CG-12040,Catherine Glotzbach,Facebook,Lebanon,Tennessee,37087,South,,2019-11-01,,,Thursday,,Friday,,
CA-2018-151253,2018-04-22,Standard Class,AZ-10750,Annie Zypern,Email,Los Angeles,California,90008,West,,,,,Sunday,,,,
CA-2020-166919,2020-11-23,Standard Class,AH-10210,Alan Hwang,Email,Dallas,Texas,75220,Central,,2020-11-30,,,Monday,,Monday,,
CA-2020-120019,2020-02-16,Standard Class,NG-18355,Nat Gilpin,Sales,Fairfield,Connecticut,6824,East,2020-03-02,2020-02-26,,,Sunday,Monday,Wednesday,,
CA-2019-165995,2019-08-30,Standard Class,BG-11740,Bruce Geld,Email,Los Angeles,California,90008,West,2019-09-16,2019-09-09,,,Friday,Monday,Monday,,
CA-2020-161130,2020-11-03,Standard Class,BF-11275,Beth Fritzler,Sales,Miami,Florida,33178,South,,2020-11-12,2020-11-09,2020-11-12,Tuesday,,Thursday,Monday,Thursday
CA-2019-127236,2019-03-29,Standard Class,TB-21595,Troy Blackwell,Email,Springfield,Ohio,45503,East,,2019-04-03,,,Friday,,Wednesday,,
CA-2018-156328,2018-11-30,Standard Class,RM-19375,Raymond Messe,Email,Raleigh,North Carolina,27604,South,,,,,Friday,,,,
US-2020-116897,2020-05-27,First Class,JG-15160,James Galang,Email,Pocatello,Idaho,83201,West,,2020-05-29,,,Wednesday,,Friday,,
US-2018-110261,2018-12-19,Second Class,PR-18880,Patrick Ryan,Email,Glenview,Illinois,60025,Central,,,,,Wednesday,,,,
