Index,Order ID,Order Date_x,Ship Mode_x,Customer ID,Customer Name_x,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Arrival Scan Date,Customer Name_y,Row ID,Order Date_y,On Truck Scan Date,Ship Mode_y,Ready to Ship Date,Pickup Date,delivery_time_days,total_delivery_time_days,order_Month,Order_YearMonth,order_weekday,on_truck_weekday,warehouse_time_days
8486,CA-2020-124716,2020-03-27,Standard Class,BD-11560,Brendan Dodson,Facebook,United States,Fresno,California,93727.0,West,Power Muesli,Nuts and more,OFF-PA-10000740,45.68,2,0.0,21.0128,2020-04-06,Brendan Dodson,8486.0,2020-03-27,2020-04-01,Standard Processing,,,5,10,March,2020-03,Friday,Wednesday,5
8531,CA-2019-156748,2019-11-30,Standard Class,BS-11755,Bruce Stewart,Email,United States,Detroit,Michigan,48227.0,Central,Power Muesli,Nuts and more,OFF-PA-10000380,33.36,4,0.0,16.68,2019-12-06,Bruce Stewart,8531.0,2019-11-30,2019-12-04,Standard Processing,,,2,6,November,2019-11,Saturday,Wednesday,4
8567,CA-2019-134110,2019-11-17,First Class,BG-11035,Barry Gonzalez,Email,United States,The Colony,Texas,75056.0,Central,Power Muesli,Nuts and more,OFF-PA-10000697,15.232,4,0.2,5.521599999999999,2019-11-25,Barry Gonzalez,8566.0,2019-11-17,2019-11-20,Express,,,5,8,November,2019-11,Sunday,Wednesday,3
8660,CA-2019-153185,2019-09-03,Standard Class,MH-17620,Matt Hagelstein,Sales,United States,Cincinnati,Ohio,45231.0,East,Power Muesli,Nuts and more,OFF-PA-10002246,30.96,6,0.2,11.223,2019-09-16,Matt Hagelstein,8660.0,2019-09-03,2019-09-11,Standard Processing,,,5,13,September,2019-09,Tuesday,Wednesday,8
8998,CA-2020-122763,2020-03-20,First Class,HG-14845,Harry Greene,Email,United States,Houston,Texas,77041.0,Central,Power Muesli,Nuts and more,OFF-PA-10000474,56.704,2,0.2,19.137599999999992,2020-03-23,Harry Greene,8998.0,2020-03-20,2020-03-20,Express,,,3,3,March,2020-03,Friday,Friday,0
9812,CA-2019-117583,2019-11-27,First Class,CB-12025,Cassandra Brandow,Email,United States,East Orange,New Jersey,7017.0,East,Power Muesli,Nuts and more,OFF-PA-10001246,25.92,4,0.0,12.4416,2019-12-09,Cassandra Brandow,9812.0,2019-11-27,2019-12-02,Express,,,7,12,November,2019-11,Wednesday,Monday,5
9874,CA-2019-100587,2019-12-10,Standard Class,SL-20155,Sara Luxemburg,Facebook,United States,New York City,New York,10024.0,East,Power Muesli,Nuts and more,OFF-PA-10004609,6.48,1,0.0,3.1104000000000003,2019-12-23,Sara Luxemburg,9874.0,2019-12-10,2019-12-18,Standard Processing,,,5,13,December,2019-12,Tuesday,Wednesday,8
36,CA-2019-117590,2019-12-08,First Class,GH-14485,Gene Hale,Sales,United States,Richardson,Texas,75080.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10004977,1097.5440000000003,7,0.2,123.4736999999999,2019-12-16,Gene Hale,36.0,2019-12-08,2019-12-11,Express,,,5,8,December,2019-12,Sunday,Wednesday,3
148,CA-2019-114489,2019-12-05,Standard Class,JE-16165,Justin Ellison,Sales,United States,Franklin,Wisconsin,53132.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000215,384.4500000000001,11,0.0,103.80150000000005,2019-12-16,Justin Ellison,148.0,2019-12-05,2019-12-11,Standard Processing,,,5,11,December,2019-12,Thursday,Wednesday,6
332,US-2019-150147,2019-04-25,Second Class,JL-15850,John Lucas,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004614,82.8,2,0.4,-20.700000000000003,2019-05-07,John Lucas,332.0,2019-04-25,2019-05-01,Standard Processing,,,6,12,April,2019-04,Thursday,Wednesday,6
793,CA-2019-105256,2019-05-20,First Class,JK-15730,Joe Kamberova,Email,United States,Asheville,North Carolina,28806.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001530,1363.96,5,0.2,85.2475,2019-05-24,Joe Kamberova,793.0,2019-05-20,2019-05-20,Express,,,4,4,May,2019-05,Monday,Monday,0
871,CA-2019-158099,2019-09-03,First Class,PK-18910,Paul Knutson,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,Special Projects Muesil,Only Oats,TEC-PH-10002496,280.78200000000004,3,0.4,-46.797000000000025,2019-09-11,Paul Knutson,870.0,2019-09-03,2019-09-06,Express,2019-09-05,2019-09-06,5,8,September,2019-09,Tuesday,Friday,3
1242,CA-2019-128727,2019-08-29,Standard Class,MO-17800,Meg O'Connel,Facebook,United States,New York City,New York,10024.0,East,Special Projects Muesil,Only Oats,TEC-PH-10003442,22.0,4,0.0,5.5,2019-09-09,Meg O'Connel,1242.0,2019-08-29,2019-09-06,Standard Processing,,,3,11,August,2019-08,Thursday,Friday,8
1445,CA-2019-133725,2019-05-23,Standard Class,KL-16645,Ken Lonsdale,Email,United States,Chicago,Illinois,60623.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10004165,1979.928,9,0.2,148.4945999999999,2019-06-03,Ken Lonsdale,1445.0,2019-05-23,2019-05-29,Standard Processing,,,5,11,May,2019-05,Thursday,Wednesday,6
1503,CA-2019-100468,2019-11-24,Standard Class,AT-10435,Alyssa Tate,Facebook,United States,Los Angeles,California,90045.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001300,33.52,2,0.2,3.3519999999999985,2019-12-09,Alyssa Tate,1503.0,2019-11-24,2019-12-04,Standard Processing,,,5,15,November,2019-11,Sunday,Wednesday,10
2409,CA-2020-144589,2020-01-20,Standard Class,TM-21010,Tamara Manning,Email,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Only Oats,TEC-PH-10003072,359.97600000000006,3,0.2,130.49130000000002,2020-02-03,Tamara Manning,2408.0,2020-01-20,2020-01-29,Standard Processing,,,5,14,January,2020-01,Monday,Wednesday,9
2495,CA-2019-146206,2019-09-10,Second Class,KT-16480,Kean Thornton,Email,United States,Houston,Texas,77095.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000895,719.96,5,0.2,53.99700000000004,2019-09-23,Kean Thornton,2494.0,2019-09-10,2019-09-18,Standard Processing,2019-09-16,2019-09-18,5,13,September,2019-09,Tuesday,Wednesday,8
2590,CA-2019-137729,2019-05-05,Standard Class,BF-11005,Barry Franz,Facebook,United States,Los Angeles,California,90004.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001433,246.168,3,0.2,21.5397,2019-05-17,Barry Franz,2589.0,2019-05-05,2019-05-13,Standard Processing,,,4,12,May,2019-05,Sunday,Monday,8
2785,CA-2019-116974,2019-10-09,Standard Class,MP-17965,Michael Paige,Sales,United States,Troy,Ohio,45373.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004897,23.976,4,0.4,-15.584400000000002,2019-10-21,Michael Paige,2785.0,2019-10-09,2019-10-16,Standard Processing,,,5,12,October,2019-10,Wednesday,Wednesday,7
2801,CA-2019-153318,2019-10-25,First Class,JS-15595,Jill Stevenson,Sales,United States,Miami,Florida,33180.0,South,Special Projects Muesil,Only Oats,TEC-PH-10000984,783.9600000000002,5,0.2,78.39600000000004,2019-11-04,Jill Stevenson,2801.0,2019-10-25,2019-10-28,Express,,,7,10,October,2019-10,Friday,Monday,3
3147,CA-2020-131828,2020-02-11,Second Class,CS-11845,Cari Sayre,Sales,United States,Seattle,Washington,98105.0,West,Special Projects Muesil,Only Oats,TEC-PH-10002923,88.77600000000001,3,0.2,7.767900000000001,2020-02-18,Cari Sayre,3146.0,2020-02-11,2020-02-14,Standard Processing,,,4,7,February,2020-02,Tuesday,Friday,3
3240,US-2019-127971,2019-11-20,Standard Class,DW-13195,David Wiener,Sales,United States,Houston,Texas,77095.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10003095,122.92,7,0.2,46.095000000000006,2019-12-03,David Wiener,3239.0,2019-11-20,2019-11-29,Standard Processing,,,4,13,November,2019-11,Wednesday,Friday,9
3525,CA-2019-132731,2019-11-24,Standard Class,GA-14515,George Ashbrook,Email,United States,Dallas,Texas,75081.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10004120,657.5520000000001,6,0.2,49.31639999999999,2019-12-06,George Ashbrook,3525.0,2019-11-24,2019-12-02,Standard Processing,,,4,12,November,2019-11,Sunday,Monday,8
4362,US-2020-163195,2020-02-17,Second Class,LL-16840,Lauren Leatherbury,Email,United States,Lafayette,Louisiana,70506.0,South,Special Projects Muesil,Only Oats,TEC-PH-10003875,29.160000000000004,3,0.0,8.456399999999999,2020-03-02,Lauren Leatherbury,4362.0,2020-02-17,2020-02-24,Standard Processing,,,7,14,February,2020-02,Monday,Monday,7
6314,CA-2020-120019,2020-02-16,Standard Class,NG-18355,Nat Gilpin,Sales,United States,Fairfield,Connecticut,6824.0,East,Special Projects Muesil,Only Oats,TEC-PH-10000923,14.99,1,0.0,7.3451,2020-03-02,Nat Gilpin,6313.0,2020-02-16,2020-02-26,Standard Processing,,,5,15,February,2020-02,Sunday,Wednesday,10
6338,CA-2019-165995,2019-08-30,Standard Class,BG-11740,Bruce Geld,Email,United States,Los Angeles,California,90008.0,West,Special Projects Muesil,Only Oats,TEC-PH-10004908,339.96000000000004,5,0.2,42.49499999999995,2019-09-16,Bruce Geld,6337.0,2019-08-30,2019-09-09,Standard Processing,,,7,17,August,2019-08,Friday,Monday,10
6494,CA-2019-113845,2019-11-20,Standard Class,FA-14230,Frank Atkinson,Sales,United States,Orlando,Florida,32839.0,South,Special Projects Muesil,Only Oats,TEC-PH-10003357,244.768,4,0.2,24.476800000000004,2019-12-02,Frank Atkinson,6492.0,2019-11-20,2019-11-27,Standard Processing,,,5,12,November,2019-11,Wednesday,Wednesday,7
6908,CA-2019-140249,2019-09-27,Standard Class,SW-20455,Shaun Weien,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Only Oats,TEC-PH-10002584,1001.584,2,0.2,125.19799999999992,2019-10-08,Shaun Weien,6908.0,2019-09-27,2019-10-04,Standard Processing,,,4,11,September,2019-09,Friday,Friday,7
7799,CA-2020-166184,2020-03-24,First Class,HR-14830,Harold Ryan,Sales,United States,New York City,New York,10035.0,East,Special Projects Muesil,Only Oats,TEC-PH-10002624,469.99,1,0.0,136.29709999999994,2020-04-01,Harold Ryan,7798.0,2020-03-24,2020-03-27,Express,,,5,8,March,2020-03,Tuesday,Friday,3
8108,CA-2020-159149,2020-02-17,First Class,CR-12820,Cyra Reiten,Facebook,United States,Houston,Texas,77041.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000038,438.336,4,0.2,-87.66720000000004,2020-02-24,Cyra Reiten,8106.0,2020-02-17,2020-02-19,Express,,,5,7,February,2020-02,Monday,Wednesday,2
8249,CA-2019-133816,2019-05-10,Second Class,CS-12400,Christopher Schild,Facebook,United States,Philadelphia,Pennsylvania,19134.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001795,743.9879999999999,2,0.4,-123.9980000000001,2019-05-20,Christopher Schild,8249.0,2019-05-10,2019-05-15,Standard Processing,,,5,10,May,2019-05,Friday,Wednesday,5
8313,US-2020-105935,2020-01-26,Standard Class,BD-11500,Bradley Drucker,Email,United States,Columbus,Georgia,31907.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001459,2939.9300000000003,7,0.0,764.3818000000001,2020-02-06,Bradley Drucker,8312.0,2020-01-26,2020-02-05,Standard Processing,,,1,11,January,2020-01,Sunday,Wednesday,10
8440,CA-2020-114370,2020-03-14,Second Class,BN-11470,Brad Norvell,Sales,United States,Chicago,Illinois,60623.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000213,49.61600000000001,2,0.2,4.961599999999999,2020-03-23,Brad Norvell,8440.0,2020-03-14,2020-03-20,Standard Processing,,,3,9,March,2020-03,Saturday,Friday,6
8456,CA-2019-154081,2019-05-22,Standard Class,JE-15610,Jim Epp,Sales,United States,Los Angeles,California,90049.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001918,222.384,2,0.2,22.238400000000013,2019-06-03,Jim Epp,8456.0,2019-05-22,2019-05-31,Standard Processing,,,3,12,May,2019-05,Wednesday,Friday,9
8802,CA-2019-140935,2019-11-10,First Class,AB-10015,Aaron Bergman,Email,United States,Oklahoma City,Oklahoma,73120.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000562,221.98,2,0.0,62.15440000000001,2019-11-15,Aaron Bergman,8802.0,2019-11-10,2019-11-13,Express,,,2,5,November,2019-11,Sunday,Wednesday,3
8908,CA-2019-139934,2019-12-18,First Class,AY-10555,Andy Yotov,Sales,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001552,66.97600000000001,7,0.2,6.697600000000001,2019-12-23,Andy Yotov,8908.0,2019-12-18,2019-12-20,Express,,,3,5,December,2019-12,Wednesday,Friday,2
9142,CA-2019-139409,2019-09-05,First Class,FW-14395,Fred Wasserman,Sales,United States,New York City,New York,10011.0,East,Special Projects Muesil,Only Oats,TEC-PH-10003988,43.6,4,0.0,12.208000000000002,2019-09-16,Fred Wasserman,9142.0,2019-09-05,2019-09-09,Express,,,7,11,September,2019-09,Thursday,Monday,4
9250,CA-2019-127761,2019-11-10,Standard Class,SW-20275,Scott Williamson,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Only Oats,TEC-PH-10003691,881.93,7,0.0,220.4825,2019-11-22,Scott Williamson,9249.0,2019-11-10,2019-11-18,Standard Processing,,,4,12,November,2019-11,Sunday,Monday,8
9273,CA-2019-100510,2019-05-12,Standard Class,HM-14860,Harry Marie,Sales,United States,New York City,New York,10024.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001835,631.96,4,0.0,303.3408,2019-05-28,Harry Marie,9272.0,2019-05-12,2019-05-22,Standard Processing,,,6,16,May,2019-05,Sunday,Wednesday,10
1234,CA-2019-153682,2019-05-30,First Class,BG-11695,Brooke Gillingham,Sales,United States,Cincinnati,Ohio,45231.0,East,Special Projects Muesil,Organic,TEC-CO-10001046,839.9879999999999,2,0.4,69.99899999999991,2019-06-06,Brooke Gillingham,1234.0,2019-05-30,2019-06-03,Express,,,3,7,May,2019-05,Thursday,Monday,4
6528,CA-2019-157791,2019-12-23,Second Class,CA-11965,Carol Adams,Sales,United States,Warwick,Rhode Island,2886.0,East,Special Projects Muesil,Organic,TEC-CO-10002095,1999.96,4,0.0,899.982,2020-01-06,Carol Adams,6528.0,2019-12-23,2020-01-03,Standard Processing,,,3,14,December,2019-12,Monday,Friday,11
6827,CA-2019-118689,2019-10-02,Standard Class,TC-20980,Tamara Chand,Sales,United States,Lafayette,Indiana,47905.0,Central,Special Projects Muesil,Organic,TEC-CO-10004722,17499.949999999997,5,0.0,8399.975999999999,2019-10-14,Tamara Chand,6826.0,2019-10-02,2019-10-11,Standard Processing,,,3,12,October,2019-10,Wednesday,Friday,9
7667,US-2019-140158,2019-10-04,Standard Class,DR-12940,Daniel Raglin,Facebook,United States,Providence,Rhode Island,2908.0,East,Special Projects Muesil,Organic,TEC-CO-10001449,5399.91,9,0.0,2591.9568,2019-10-11,Daniel Raglin,7666.0,2019-10-04,2019-10-09,Standard Processing,,,2,7,October,2019-10,Friday,Wednesday,5
8179,CA-2019-166429,2019-09-02,Standard Class,TG-21310,Toby Gnade,Email,United States,Des Moines,Washington,98198.0,West,Special Projects Muesil,Organic,TEC-CO-10002095,999.98,2,0.0,449.991,2019-09-17,Toby Gnade,8179.0,2019-09-02,2019-09-11,Standard Processing,,,6,15,September,2019-09,Monday,Wednesday,9
9930,CA-2019-129630,2019-09-04,First Class,IM-15055,Ionia McGrath,Email,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Organic,TEC-CO-10003763,2799.9600000000005,5,0.2,944.9865,2019-09-09,Ionia McGrath,9929.0,2019-09-04,2019-09-04,Express,2019-09-04,2019-09-04,5,5,September,2019-09,Wednesday,Wednesday,0
1557,CA-2019-109176,2019-05-09,Standard Class,JW-16075,Julia West,Email,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Power Clean Fibre Boost,OFF-EN-10003134,9.344,1,0.2,3.504,2019-05-22,Julia West,1557.0,2019-05-09,2019-05-17,Standard Processing,,,5,13,May,2019-05,Thursday,Friday,8
2686,CA-2019-133123,2019-09-06,Standard Class,KB-16315,Karl Braun,Email,United States,Thomasville,North Carolina,27360.0,South,Power Muesli,Power Clean Fibre Boost,OFF-EN-10003055,95.952,3,0.2,29.984999999999985,2019-09-16,Karl Braun,2686.0,2019-09-06,2019-09-13,Standard Processing,2019-09-11,2019-09-13,3,10,September,2019-09,Friday,Friday,7
4543,CA-2020-113474,2020-03-30,First Class,TM-21490,Tony Molinari,Email,United States,Oklahoma City,Oklahoma,73120.0,Central,Power Muesli,Power Clean Fibre Boost,OFF-EN-10004206,325.86,2,0.0,149.8956,2020-04-07,Tony Molinari,4543.0,2020-03-30,2020-04-01,Express,,,6,8,March,2020-03,Monday,Wednesday,2
7240,CA-2019-101651,2019-12-24,Standard Class,SC-20305,Sean Christensen,Email,United States,San Jose,California,95123.0,West,Power Muesli,Power Clean Fibre Boost,OFF-EN-10001990,39.76,7,0.0,18.6872,2020-01-06,Sean Christensen,7239.0,2019-12-24,2020-01-03,Standard Processing,,,3,13,December,2019-12,Tuesday,Friday,10
7482,CA-2019-124583,2019-09-01,Second Class,LB-16795,Laurel Beltran,Facebook,United States,Huntington Beach,California,92646.0,West,Power Muesli,Power Clean Fibre Boost,OFF-EN-10002500,12.78,1,0.0,5.751,2019-09-11,Laurel Beltran,7482.0,2019-09-01,2019-09-06,Standard Processing,,,5,10,September,2019-09,Sunday,Friday,5
9070,CA-2019-106278,2019-09-02,Second Class,BM-11140,Becky Martin,Email,United States,Des Moines,Washington,98198.0,West,Power Muesli,Power Clean Fibre Boost,OFF-EN-10003567,65.94,3,0.0,30.9918,2019-09-10,Becky Martin,9069.0,2019-09-02,2019-09-06,Standard Processing,2019-09-05,2019-09-06,4,8,September,2019-09,Monday,Friday,4
9669,CA-2019-126270,2019-04-23,Standard Class,AF-10870,Art Ferguson,Email,United States,San Clemente,California,92672.0,West,Power Muesli,Power Clean Fibre Boost,OFF-EN-10004386,71.97,3,0.0,35.985,2019-05-06,Art Ferguson,9668.0,2019-04-23,2019-05-01,Standard Processing,,,5,13,April,2019-04,Tuesday,Wednesday,8
9875,CA-2019-166653,2019-09-22,Second Class,NP-18685,Nora Pelletier,Facebook,United States,Parma,Ohio,44134.0,East,Power Muesli,Power Clean Fibre Boost,OFF-EN-10003055,63.968,2,0.2,19.989999999999995,2019-10-01,Nora Pelletier,9875.0,2019-09-22,2019-09-27,Standard Processing,,,4,9,September,2019-09,Sunday,Friday,5
9973,CA-2019-130225,2019-09-11,Standard Class,RC-19960,Ryan Crowe,Email,United States,Houston,Texas,77041.0,Central,Power Muesli,Power Clean Fibre Boost,OFF-EN-10000056,99.568,2,0.2,33.60419999999999,2019-09-23,Ryan Crowe,9973.0,2019-09-11,2019-09-18,Standard Processing,2019-09-17,2019-09-18,5,12,September,2019-09,Wednesday,Wednesday,7
682,CA-2019-164511,2019-11-19,Standard Class,DJ-13630,Doug Jacobs,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10002583,64.96,2,0.0,2.598399999999998,2019-11-29,Doug Jacobs,681.0,2019-11-19,2019-11-27,Standard Processing,,,2,10,November,2019-11,Tuesday,Wednesday,8
895,CA-2019-105494,2019-11-10,First Class,PC-18745,Pamela Coakley,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Steel Cut,OFF-ST-10002205,155.82000000000002,7,0.0,42.07140000000001,2019-11-19,Pamela Coakley,895.0,2019-11-10,2019-11-13,Express,,,6,9,November,2019-11,Sunday,Wednesday,3
1336,CA-2019-122133,2019-05-16,Standard Class,JR-15670,Jim Radford,Email,United States,Middletown,Connecticut,6457.0,East,Power Muesli,Steel Cut,OFF-ST-10002574,552.56,4,0.0,0.0,2019-05-28,Jim Radford,1336.0,2019-05-16,2019-05-24,Standard Processing,,,4,12,May,2019-05,Thursday,Friday,8
1534,CA-2019-139885,2019-12-04,Standard Class,EB-13840,Ellis Ballard,Sales,United States,New York City,New York,10035.0,East,Power Muesli,Steel Cut,OFF-ST-10003324,212.88,6,0.0,0.0,2019-12-16,Ellis Ballard,1534.0,2019-12-04,2019-12-11,Standard Processing,,,5,12,December,2019-12,Wednesday,Wednesday,7
1577,CA-2019-109057,2019-04-22,Standard Class,TT-21460,Tonja Turnell,Facebook,United States,Aurora,Illinois,60505.0,Central,Power Muesli,Steel Cut,OFF-ST-10002406,23.952,2,0.2,2.3952000000000018,2019-05-07,Tonja Turnell,1577.0,2019-04-22,2019-05-01,Standard Processing,,,6,15,April,2019-04,Monday,Wednesday,9
3237,CA-2019-146836,2019-05-02,First Class,CC-12475,Cindy Chapman,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10001580,44.94,3,0.0,12.5832,2019-05-06,Cindy Chapman,3237.0,2019-05-02,2019-05-03,Express,,,3,4,May,2019-05,Thursday,Friday,1
3746,CA-2019-149979,2019-09-23,Second Class,RA-19915,Russell Applegate,Email,United States,Columbus,Georgia,31907.0,South,Power Muesli,Steel Cut,OFF-ST-10003058,118.25,5,0.0,34.2925,2019-10-07,Russell Applegate,3746.0,2019-09-23,2019-10-02,Standard Processing,,,5,14,September,2019-09,Monday,Wednesday,9
4532,CA-2019-118759,2019-11-14,First Class,MB-17305,Maria Bertelson,Email,United States,New York City,New York,10009.0,East,Power Muesli,Steel Cut,OFF-ST-10001590,40.44,3,0.0,10.514399999999998,2019-11-21,Maria Bertelson,4531.0,2019-11-14,2019-11-18,Express,,,3,7,November,2019-11,Thursday,Monday,4
4636,CA-2020-116288,2020-03-12,Standard Class,BS-11380,Bill Stewart,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Steel Cut,OFF-ST-10000736,242.94,3,0.0,9.71759999999999,2020-03-23,Bill Stewart,4636.0,2020-03-12,2020-03-18,Standard Processing,,,5,11,March,2020-03,Thursday,Wednesday,6
5240,CA-2019-116561,2019-09-11,Standard Class,EB-14110,Eugene Barchas,Email,United States,San Jose,California,95123.0,West,Power Muesli,Steel Cut,OFF-ST-10004186,332.94,3,0.0,6.658799999999999,2019-09-23,Eugene Barchas,5240.0,2019-09-11,2019-09-18,Standard Processing,,,5,12,September,2019-09,Wednesday,Wednesday,7
5429,CA-2019-113096,2019-09-02,First Class,SZ-20035,Sam Zeldin,Facebook,United States,San Francisco,California,94122.0,West,Power Muesli,Steel Cut,OFF-ST-10003455,46.53,3,0.0,12.0978,2019-09-11,Sam Zeldin,5429.0,2019-09-02,2019-09-04,Express,,,7,9,September,2019-09,Monday,Wednesday,2
5975,CA-2019-135636,2019-10-08,Standard Class,DB-13615,Doug Bickford,Email,United States,Charlotte,North Carolina,28205.0,South,Power Muesli,Steel Cut,OFF-ST-10000676,387.72,5,0.2,-67.85100000000003,2019-10-21,Doug Bickford,5975.0,2019-10-08,2019-10-16,Standard Processing,,,5,13,October,2019-10,Tuesday,Wednesday,8
6160,CA-2019-161025,2019-12-03,Standard Class,GM-14440,Gary McGarr,Email,United States,Los Angeles,California,90049.0,West,Power Muesli,Steel Cut,OFF-ST-10001932,772.68,4,0.0,108.17520000000002,2019-12-16,Gary McGarr,6160.0,2019-12-03,2019-12-11,Standard Processing,,,5,13,December,2019-12,Tuesday,Wednesday,8
6342,US-2019-105830,2019-12-31,First Class,DB-13660,Duane Benoit,Email,United States,Lancaster,Ohio,43130.0,East,Power Muesli,Steel Cut,OFF-ST-10002554,156.512,4,0.2,-35.2152,2020-01-07,Duane Benoit,6342.0,2019-12-31,2020-01-03,Express,,,4,7,December,2019-12,Tuesday,Friday,3
6777,US-2019-152373,2019-09-05,Standard Class,PT-19090,Pete Takahito,Email,United States,San Antonio,Texas,78207.0,Central,Power Muesli,Steel Cut,OFF-ST-10003479,93.456,3,0.2,-17.523000000000014,2019-09-17,Pete Takahito,6777.0,2019-09-05,2019-09-13,Standard Processing,,,4,12,September,2019-09,Thursday,Friday,8
7246,CA-2020-145807,2020-02-09,Standard Class,SB-20170,Sarah Bern,Email,United States,Los Angeles,California,90032.0,West,Power Muesli,Steel Cut,OFF-ST-10001370,354.90000000000003,5,0.0,17.744999999999962,2020-02-25,Sarah Bern,7246.0,2020-02-09,2020-02-18,Standard Processing,,,7,16,February,2020-02,Sunday,Tuesday,9
7607,CA-2019-101791,2019-05-27,Standard Class,BS-11665,Brian Stugart,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Steel Cut,OFF-ST-10001496,1297.3680000000002,9,0.2,97.30259999999998,2019-06-06,Brian Stugart,7605.0,2019-05-27,2019-06-03,Standard Processing,,,3,10,May,2019-05,Monday,Monday,7
8213,CA-2019-116337,2019-11-07,Standard Class,MC-17845,Michael Chen,Email,United States,Dallas,Texas,75220.0,Central,Power Muesli,Steel Cut,OFF-ST-10001272,314.088,3,0.2,19.6305,2019-11-18,Michael Chen,8212.0,2019-11-07,2019-11-13,Standard Processing,,,5,11,November,2019-11,Thursday,Wednesday,6
71,CA-2019-106075,2019-09-18,Standard Class,HM-14980,Henry MacAllister,Email,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004654,4.616,1,0.2,1.731,2019-09-30,Henry MacAllister,71.0,2019-09-18,2019-09-25,Standard Processing,,,5,12,September,2019-09,Wednesday,Wednesday,7
186,CA-2019-105018,2019-11-28,Standard Class,SK-19990,Sally Knutson,Email,United States,Fairfield,Connecticut,6824.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001890,7.16,2,0.0,3.4368,2019-12-09,Sally Knutson,186.0,2019-11-28,2019-12-04,Standard Processing,,,5,11,November,2019-11,Thursday,Wednesday,6
979,CA-2019-145499,2019-05-30,First Class,RW-19690,Robert Waldorf,Email,United States,Wilmington,North Carolina,28403.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000848,3.2820000000000005,2,0.7,-2.6256000000000004,2019-06-05,Robert Waldorf,979.0,2019-05-30,2019-05-31,Express,,,5,6,May,2019-05,Thursday,Friday,1
992,CA-2019-110023,2019-09-09,First Class,TS-21610,Troy Staebel,Email,United States,New York City,New York,10024.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001036,14.624000000000002,2,0.2,5.484,2019-09-16,Troy Staebel,992.0,2019-09-09,2019-09-11,Express,2019-09-11,2019-09-11,5,7,September,2019-09,Monday,Wednesday,2
1716,CA-2019-154788,2019-04-30,Standard Class,JL-15835,John Lee,Email,United States,New York City,New York,10011.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003314,7.712000000000001,2,0.2,2.7956000000000003,2019-05-13,John Lee,1716.0,2019-04-30,2019-05-08,Standard Processing,,,5,13,April,2019-04,Tuesday,Wednesday,8
1825,CA-2019-167507,2019-12-22,Standard Class,SA-20830,Sue Ann Reed,Email,United States,Redmond,Oregon,97756.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003694,31.32,10,0.7,-25.05599999999999,2020-01-06,Sue Ann Reed,1825.0,2019-12-22,2020-01-03,Standard Processing,,,3,15,December,2019-12,Sunday,Friday,12
1907,US-2019-150567,2019-05-17,Standard Class,RP-19855,Roy Phan,Sales,United States,Apopka,Florida,32712.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001757,2.9520000000000004,2,0.7,-2.1648000000000005,2019-05-27,Roy Phan,1907.0,2019-05-17,2019-05-22,Standard Processing,,,5,10,May,2019-05,Friday,Wednesday,5
