Index,Order ID,Order Date_x,Ship Mode_x,Customer ID,Customer Name_x,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Order_YearMonth,Order_YearMonth_str,Arrival Scan Date,Customer Name_y,Row ID,Order Date_y,On Truck Scan Date,Ship Mode_y,Ready to Ship Date,Pickup Date
1513,CA-2020-112809,2020-08-18,Standard Class,RA-19915,Russell Applegate,Email,United States,Dallas,Texas,75220.0,Central,Power Muesli,Steel Cut,OFF-ST-10002276,200.06400000000002,3,0.2,12.504000000000005,2020-08,08.2020,,,1513.0,2020-08-18,2020-08-26,Standard Processing,,
1534,CA-2019-139885,2019-12-04,Standard Class,EB-13840,Ellis Ballard,Sales,United States,New York City,New York,10035.0,East,Power Muesli,Steel Cut,OFF-ST-10003324,212.88,6,0.0,0.0,2019-12,12.2019,2019-12-16,Ellis Ballard,1534.0,2019-12-04,2019-12-11,Standard Processing,,
1565,CA-2017-116239,2017-03-04,First Class,CL-12565,Clay Ludtke,Email,United States,Columbia,South Carolina,29203.0,South,Power Muesli,Steel Cut,OFF-ST-10001370,354.90000000000003,5,0.0,17.744999999999962,2017-03,03.2017,,,,,,,,
1577,CA-2019-109057,2019-04-22,Standard Class,TT-21460,Tonja Turnell,Facebook,United States,Aurora,Illinois,60505.0,Central,Power Muesli,Steel Cut,OFF-ST-10002406,23.952,2,0.2,2.3952000000000018,2019-04,04.2019,2019-05-07,Tonja Turnell,1577.0,2019-04-22,2019-05-01,Standard Processing,,
1614,CA-2020-138380,2020-12-21,Standard Class,YS-21880,Yana Sorensen,Sales,United States,Oakland,California,94601.0,West,Power Muesli,Steel Cut,OFF-ST-10003306,1000.0200000000001,7,0.0,290.0057999999999,2020-12,12.2020,,,1614.0,2020-12-21,2020-12-28,Standard Processing,,
1733,US-2019-131149,2019-07-10,Standard Class,LH-17155,Logan Haushalter,Email,United States,Dallas,Texas,75081.0,Central,Power Muesli,Steel Cut,OFF-ST-10000689,338.04,3,0.2,-33.804,2019-07,07.2019,,,1733.0,2019-07-10,2019-07-17,Standard Processing,,
1794,CA-2017-104773,2017-12-08,Standard Class,TB-21175,Thomas Boland,Sales,United States,Houston,Texas,77041.0,Central,Power Muesli,Steel Cut,OFF-ST-10000777,60.416,2,0.2,6.0416000000000025,2017-12,12.2017,,,,,,,,
1857,US-2020-158218,2020-05-12,Second Class,AC-10420,Alyssa Crouse,Sales,United States,Houston,Texas,77041.0,Central,Power Muesli,Steel Cut,OFF-ST-10000563,127.92000000000002,5,0.2,-15.990000000000002,2020-05,05.2020,,,1857.0,2020-05-12,2020-05-18,Standard Processing,,
1863,CA-2017-151078,2017-11-12,First Class,RF-19840,Roy Französisch,Email,United States,San Antonio,Texas,78207.0,Central,Power Muesli,Steel Cut,OFF-ST-10001328,49.632000000000005,4,0.2,4.9632000000000005,2017-11,11.2017,,,,,,,,
1901,CA-2019-140543,2019-06-29,Second Class,Co-12640,Corey-Lock,Email,United States,Florence,South Carolina,29501.0,South,Power Muesli,Steel Cut,OFF-ST-10000563,191.88,6,0.0,19.188000000000002,2019-06,06.2019,,,1901.0,2019-06-29,2019-07-08,Standard Processing,,
1906,CA-2020-154410,2020-10-21,First Class,MD-17860,Michael Dominguez,Sales,United States,Indianapolis,Indiana,46203.0,Central,Power Muesli,Steel Cut,OFF-ST-10002743,909.12,8,0.0,9.091199999999958,2020-10,10.2020,,,1906.0,2020-10-21,2020-10-26,Express,,
1922,CA-2018-125178,2018-10-03,Standard Class,MZ-17515,Mary Zewe,Sales,United States,Reading,Pennsylvania,19601.0,East,Power Muesli,Steel Cut,OFF-ST-10002562,15.008000000000003,2,0.2,1.5008,2018-10,10.2018,,,,,,,,
1939,CA-2019-112109,2019-07-08,Standard Class,JE-15715,Joe Elijah,Email,United States,Broomfield,Colorado,80020.0,West,Power Muesli,Steel Cut,OFF-ST-10001505,33.48800000000001,7,0.2,-1.2558000000000051,2019-07,07.2019,,,1938.0,2019-07-08,2019-07-15,Standard Processing,,
1981,CA-2019-112669,2019-04-14,First Class,KT-16465,Kean Takahito,Email,United States,Glendale,Arizona,85301.0,West,Power Muesli,Steel Cut,OFF-ST-10001228,42.976,4,0.2,4.297600000000003,2019-04,04.2019,,,1980.0,2019-04-14,2019-04-15,Express,,
2003,CA-2020-163510,2020-12-25,Second Class,JW-15955,Joni Wasserman,Email,United States,Louisville,Kentucky,40214.0,South,Power Muesli,Steel Cut,OFF-ST-10000563,95.94,3,0.0,9.594000000000001,2020-12,12.2020,,,2003.0,2020-12-25,2020-12-30,Standard Processing,,
2101,US-2017-140116,2017-03-10,Standard Class,KT-16480,Kean Thornton,Email,United States,Denver,Colorado,80219.0,West,Power Muesli,Steel Cut,OFF-ST-10000078,636.4080000000001,3,0.2,-15.910200000000088,2017-03,03.2017,,,,,,,,
2148,US-2019-152051,2019-06-25,Standard Class,TS-21160,Theresa Swint,Sales,United States,York,Pennsylvania,17403.0,East,Power Muesli,Steel Cut,OFF-ST-10001713,254.35200000000003,6,0.2,-50.87040000000002,2019-06,06.2019,,,2146.0,2019-06-25,2019-07-03,Standard Processing,,
2157,CA-2017-124646,2017-06-22,First Class,DV-13465,Dianna Vittorini,Email,United States,Minneapolis,Minnesota,55407.0,Central,Power Muesli,Steel Cut,OFF-ST-10001097,501.81000000000006,3,0.0,0.0,2017-06,06.2017,,,,,,,,
2175,CA-2018-132507,2018-07-30,Second Class,CC-12610,Corey Catlett,Sales,United States,Houston,Texas,77041.0,Central,Power Muesli,Steel Cut,OFF-ST-10000943,61.792,4,0.2,6.179200000000002,2018-07,07.2018,,,,,,,,
2233,CA-2020-132122,2020-07-09,Standard Class,JH-15820,John Huston,Email,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Steel Cut,OFF-ST-10003692,228.92,5,0.2,14.307499999999997,2020-07,07.2020,,,2233.0,2020-07-09,2020-07-15,Standard Processing,,
2236,CA-2018-145849,2018-09-15,Second Class,CT-11995,Carol Triggs,Email,United States,Indianapolis,Indiana,46203.0,Central,Power Muesli,Steel Cut,OFF-ST-10000025,190.86,2,0.0,11.451599999999985,2018-09,09.2018,,,,,,,,
2272,CA-2018-102036,2018-09-21,Standard Class,CS-12130,Chad Sievert,Email,United States,Seattle,Washington,98105.0,West,Power Muesli,Steel Cut,OFF-ST-10003123,199.74,6,0.0,47.937599999999996,2018-09,09.2018,,,,,,,,
2310,US-2020-120418,2020-06-11,First Class,BC-11125,Becky Castell,Facebook,United States,Peoria,Arizona,85345.0,West,Power Muesli,Steel Cut,OFF-ST-10002370,68.44800000000001,4,0.2,7.700399999999995,2020-06,06.2020,,,2309.0,2020-06-11,2020-06-12,Express,,
2344,US-2017-155894,2017-07-26,Second Class,CL-11890,Carl Ludwig,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Steel Cut,OFF-ST-10004804,123.55199999999999,3,0.2,-29.343599999999995,2017-07,07.2017,,,,,,,,
2400,CA-2020-147361,2020-09-09,Standard Class,SB-20290,Sean Braxton,Sales,United States,Florence,South Carolina,29501.0,South,Power Muesli,Steel Cut,OFF-ST-10001809,628.81,7,0.0,12.576199999999986,2020-09,09.2020,,,2400.0,2020-09-09,2020-09-16,Standard Processing,,
2449,CA-2018-128027,2018-09-14,Second Class,CM-12385,Christopher Martinez,Email,United States,North Charleston,South Carolina,29406.0,South,Power Muesli,Steel Cut,OFF-ST-10001809,269.49,3,0.0,5.389799999999994,2018-09,09.2018,,,,,,,,
2482,CA-2020-147956,2020-12-24,Standard Class,AH-10210,Alan Hwang,Email,United States,Seattle,Washington,98105.0,West,Power Muesli,Steel Cut,OFF-ST-10001097,1003.6200000000001,6,0.0,0.0,2020-12,12.2020,,,2482.0,2020-12-24,2021-01-04,Standard Processing,,
2511,CA-2019-136812,2019-11-18,Standard Class,AW-10930,Arthur Wiediger,Facebook,United States,Oklahoma City,Oklahoma,73120.0,Central,Power Muesli,Steel Cut,OFF-ST-10003470,1117.92,4,0.0,55.89599999999996,2019-11,11.2019,,,2511.0,2019-11-18,2019-11-27,Standard Processing,,
2516,CA-2017-106572,2017-09-05,Standard Class,NP-18700,Nora Preis,Email,United States,Bowling Green,Ohio,43402.0,East,Power Muesli,Steel Cut,OFF-ST-10000585,264.32,2,0.2,19.823999999999998,2017-09,09.2017,,,,,,,,
2535,US-2020-117723,2020-08-15,Second Class,DL-13495,Dionis Lloyd,Sales,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Steel Cut,OFF-ST-10004459,1801.632,6,0.2,-337.80600000000004,2020-08,08.2020,,,2535.0,2020-08-15,2020-08-21,Standard Processing,,
2546,CA-2020-108070,2020-04-16,Standard Class,JE-15745,Joel Eaton,Email,United States,San Jose,California,95123.0,West,Power Muesli,Steel Cut,OFF-ST-10004804,205.92,4,0.0,2.059200000000004,2020-04,04.2020,,,2546.0,2020-04-16,2020-04-22,Standard Processing,,
2569,CA-2020-148929,2020-09-07,Standard Class,SP-20620,Stefania Perrino,Sales,United States,New York City,New York,10011.0,East,Power Muesli,Steel Cut,OFF-ST-10003282,478.08,8,0.0,133.86240000000004,2020-09,09.2020,,,2569.0,2020-09-07,2020-09-14,Standard Processing,,
2587,CA-2020-131695,2020-06-30,Standard Class,RA-19285,Ralph Arnett,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10001476,248.57,7,0.0,67.11390000000002,2020-06,06.2020,,,2587.0,2020-06-30,2020-07-08,Standard Processing,,
2637,CA-2018-162369,2018-08-15,Standard Class,TT-21265,Tim Taslimi,Sales,United States,Los Angeles,California,90045.0,West,Power Muesli,Steel Cut,OFF-ST-10000046,323.1,2,0.0,61.38900000000001,2018-08,08.2018,,,,,,,,
2719,CA-2020-144827,2020-12-21,Standard Class,SE-20110,Sanjit Engle,Email,United States,Costa Mesa,California,92627.0,West,Power Muesli,Steel Cut,OFF-ST-10004340,124.36,2,0.0,33.577200000000005,2020-12,12.2020,,,2719.0,2020-12-21,2020-12-30,Standard Processing,,
2723,CA-2019-164735,2019-04-14,Second Class,TB-21400,Tom Boeckenhauer,Email,United States,Alexandria,Virginia,22304.0,South,Power Muesli,Steel Cut,OFF-ST-10001558,81.19999999999999,5,0.0,12.18,2019-04,04.2019,,,2723.0,2019-04-14,2019-04-24,Standard Processing,,
2751,CA-2017-154669,2017-08-08,Second Class,TM-21010,Tamara Manning,Email,United States,Vacaville,California,95687.0,West,Power Muesli,Steel Cut,OFF-ST-10000532,423.28,11,0.0,110.05279999999999,2017-08,08.2017,,,,,,,,
2760,CA-2019-146171,2019-03-11,Standard Class,JP-16135,Julie Prescott,Facebook,United States,Columbus,Georgia,31907.0,South,Power Muesli,Steel Cut,OFF-ST-10001526,481.32,4,0.0,125.14319999999998,2019-03,03.2019,,,2759.0,2019-03-11,2019-03-18,Standard Processing,,
2766,CA-2020-165757,2020-06-22,Standard Class,PL-18925,Paul Lucas,Facebook,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Steel Cut,OFF-ST-10004835,8.928,2,0.2,0.6696,2020-06,06.2020,,,2764.0,2020-06-22,2020-07-01,Standard Processing,,
2772,CA-2019-163986,2019-09-03,Standard Class,JJ-15445,Jennifer Jackson,Email,United States,Waukesha,Wisconsin,53186.0,Central,Power Muesli,Steel Cut,OFF-ST-10000918,54.5,5,0.0,14.169999999999998,2019-09,09.2019,,,2772.0,2019-09-03,2019-09-11,Standard Processing,2019-09-10,2019-09-11
2776,CA-2019-144729,2019-10-21,Standard Class,JE-15745,Joel Eaton,Email,United States,San Diego,California,92037.0,West,Power Muesli,Steel Cut,OFF-ST-10004804,154.44,3,0.0,1.544400000000003,2019-10,10.2019,,,2776.0,2019-10-21,2019-10-28,Standard Processing,,
2819,CA-2018-104626,2018-09-01,Standard Class,DR-12940,Daniel Raglin,Facebook,United States,Franklin,Massachusetts,2038.0,East,Power Muesli,Steel Cut,OFF-ST-10003208,1088.76,6,0.0,315.74039999999985,2018-09,09.2018,,,,,,,,
2824,CA-2020-131016,2020-09-18,First Class,DC-12850,Dan Campbell,Email,United States,Arlington,Texas,76017.0,Central,Power Muesli,Steel Cut,OFF-ST-10000352,47.584,2,0.2,-2.9739999999999966,2020-09,09.2020,,,2823.0,2020-09-18,2020-09-21,Express,,
2840,US-2018-104185,2018-09-03,Second Class,JB-15400,Jennifer Braxton,Sales,United States,New York City,New York,10009.0,East,Power Muesli,Steel Cut,OFF-ST-10001526,120.33,1,0.0,31.285799999999995,2018-09,09.2018,,,,,,,,
2843,CA-2020-135650,2020-03-23,Standard Class,AC-10660,Anna Chung,Email,United States,Huntsville,Texas,77340.0,Central,Power Muesli,Steel Cut,OFF-ST-10001809,143.728,2,0.2,-32.338800000000006,2020-03,03.2020,,,2843.0,2020-03-23,2020-03-30,Standard Processing,,
2851,US-2019-128293,2019-06-02,First Class,KC-16255,Karen Carlisle,Sales,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Steel Cut,OFF-ST-10000736,64.784,1,0.2,-12.956800000000005,2019-06,06.2019,,,2851.0,2019-06-02,2019-06-07,Express,,
2855,CA-2020-137344,2020-08-20,First Class,EM-13810,Eleni McCrary,Sales,United States,Franklin,Massachusetts,2038.0,East,Power Muesli,Steel Cut,OFF-ST-10000344,40.29,3,0.0,10.475399999999999,2020-08,08.2020,,,2855.0,2020-08-20,2020-08-21,Express,,
2874,CA-2020-137022,2020-11-16,Standard Class,SW-20275,Scott Williamson,Email,United States,San Diego,California,92105.0,West,Power Muesli,Steel Cut,OFF-ST-10001963,811.28,8,0.0,24.33839999999998,2020-11,11.2020,,,2874.0,2020-11-16,2020-11-25,Standard Processing,2020-11-23,2020-11-25
2906,CA-2017-127586,2017-09-26,Standard Class,CS-12400,Christopher Schild,Facebook,United States,Seattle,Washington,98115.0,West,Power Muesli,Steel Cut,OFF-ST-10002615,310.12,2,0.0,80.6312,2017-09,09.2017,,,,,,,,
2922,CA-2020-164329,2020-01-30,First Class,MM-17920,Michael Moore,Email,United States,San Francisco,California,94109.0,West,Power Muesli,Steel Cut,OFF-ST-10001511,129.3,2,0.0,6.464999999999989,2020-01,01.2020,,,2922.0,2020-01-30,2020-01-31,Express,,
2944,CA-2020-126242,2020-11-19,Standard Class,MC-18100,Mick Crebagga,Email,United States,Los Angeles,California,90049.0,West,Power Muesli,Steel Cut,OFF-ST-10000675,305.01,9,0.0,76.2525,2020-11,11.2020,,,2944.0,2020-11-19,2020-11-25,Standard Processing,2020-11-24,2020-11-25
2968,CA-2017-162866,2017-12-27,Standard Class,Co-12640,Corey-Lock,Email,United States,Skokie,Illinois,60076.0,Central,Power Muesli,Steel Cut,OFF-ST-10002562,30.016000000000005,4,0.2,3.0016,2017-12,12.2017,,,,,,,,
2978,CA-2020-134607,2020-10-03,Second Class,HL-15040,Hunter Lopez,Email,United States,Rochester,New York,14609.0,East,Power Muesli,Steel Cut,OFF-ST-10002214,22.58,2,0.0,5.870799999999999,2020-10,10.2020,,,2978.0,2020-10-03,2020-10-07,Standard Processing,,
2984,US-2017-112872,2017-12-06,Second Class,RC-19960,Ryan Crowe,Email,United States,Springfield,Oregon,97477.0,West,Power Muesli,Steel Cut,OFF-ST-10002205,53.42400000000001,3,0.2,4.674600000000002,2017-12,12.2017,,,,,,,,
2996,US-2017-150532,2017-07-14,Standard Class,PB-19150,Philip Brown,Email,United States,Phoenix,Arizona,85023.0,West,Power Muesli,Steel Cut,OFF-ST-10000760,55.92,5,0.2,6.291,2017-07,07.2017,,,,,,,,
3071,CA-2017-119375,2017-11-17,Standard Class,YC-21895,Yoseph Carroll,Sales,United States,Newark,Delaware,19711.0,East,Power Muesli,Steel Cut,OFF-ST-10002011,2934.33,7,0.0,792.2691000000002,2017-11,11.2017,,,,,,,,
3074,CA-2019-125206,2019-01-03,First Class,LR-16915,Lena Radford,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,Steel Cut,OFF-ST-10003692,114.46,2,0.0,28.614999999999995,2019-01,01.2019,,,3074.0,2019-01-03,2019-01-07,Express,,
3076,CA-2017-143903,2017-07-20,Standard Class,KM-16375,Katherine Murray,Facebook,United States,Dallas,Texas,75217.0,Central,Power Muesli,Steel Cut,OFF-ST-10003306,342.86400000000003,3,0.2,38.57219999999995,2017-07,07.2017,,,,,,,,
3107,CA-2020-127460,2020-07-10,Standard Class,FG-14260,Frank Gastineau,Facebook,United States,Aurora,Illinois,60505.0,Central,Power Muesli,Steel Cut,OFF-ST-10004340,298.464,6,0.2,26.115600000000015,2020-07,07.2020,,,3107.0,2020-07-10,2020-07-15,Standard Processing,,
3191,US-2018-163783,2018-12-27,Standard Class,DR-12940,Daniel Raglin,Facebook,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Steel Cut,OFF-ST-10002957,12.672,3,0.2,-3.168,2018-12,12.2018,,,,,,,,
3230,CA-2017-154641,2017-08-11,Standard Class,KL-16645,Ken Lonsdale,Email,United States,New York City,New York,10035.0,East,Power Muesli,Steel Cut,OFF-ST-10004459,375.34,1,0.0,18.766999999999996,2017-08,08.2017,,,,,,,,
3234,US-2020-156356,2020-04-16,Standard Class,ND-18370,Natalie DeCherney,Email,United States,Houston,Texas,77095.0,Central,Power Muesli,Steel Cut,OFF-ST-10002301,32.544000000000004,2,0.2,-7.729200000000004,2020-04,04.2020,,,3232.0,2020-04-16,2020-04-24,Standard Processing,,
3237,CA-2019-146836,2019-05-02,First Class,CC-12475,Cindy Chapman,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10001580,44.94,3,0.0,12.5832,2019-05,05.2019,2019-05-06,Cindy Chapman,3237.0,2019-05-02,2019-05-03,Express,,
3242,US-2019-140809,2019-02-01,First Class,CK-12760,Cyma Kinney,Sales,United States,Arlington,Virginia,22204.0,South,Power Muesli,Steel Cut,OFF-ST-10002214,56.449999999999996,5,0.0,14.676999999999998,2019-02,02.2019,,,3242.0,2019-02-01,2019-02-04,Express,,
3378,CA-2019-100671,2019-11-01,First Class,CS-12490,Cindy Schnelling,Sales,United States,Conroe,Texas,77301.0,Central,Power Muesli,Steel Cut,OFF-ST-10004950,111.67200000000001,9,0.2,6.979499999999991,2019-11,11.2019,,,3378.0,2019-11-01,2019-11-04,Express,,
3405,CA-2018-152527,2018-10-17,First Class,CM-12190,Charlotte Melton,Email,United States,Los Angeles,California,90004.0,West,Power Muesli,Steel Cut,OFF-ST-10003479,77.88,2,0.0,3.8939999999999912,2018-10,10.2018,,,,,,,,
3440,CA-2020-152583,2020-10-30,First Class,RA-19945,Ryan Akin,Email,United States,Dallas,Texas,75217.0,Central,Power Muesli,Steel Cut,OFF-ST-10002214,54.192,6,0.2,4.064399999999997,2020-10,10.2020,,,3438.0,2020-10-30,2020-10-30,Express,,
3445,CA-2019-116344,2019-07-29,Standard Class,JO-15145,Jack O'Briant,Sales,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Steel Cut,OFF-ST-10001713,84.784,2,0.2,-16.956800000000005,2019-07,07.2019,,,3445.0,2019-07-29,2019-08-05,Standard Processing,,
3446,CA-2018-131779,2018-06-12,Standard Class,LE-16810,Laurel Elliston,Email,United States,Newark,Delaware,19711.0,East,Power Muesli,Steel Cut,OFF-ST-10001505,29.900000000000002,5,0.0,5.0829999999999975,2018-06,06.2018,,,,,,,,
3488,CA-2020-120705,2020-09-05,Standard Class,MG-17875,Michael Grace,Facebook,United States,Fort Lauderdale,Florida,33311.0,South,Power Muesli,Steel Cut,OFF-ST-10001522,147.184,2,0.2,-29.436800000000012,2020-09,09.2020,,,3488.0,2020-09-05,2020-09-09,Standard Processing,,
3505,CA-2019-150945,2019-12-18,Second Class,JK-16120,Julie Kriz,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Steel Cut,OFF-ST-10003716,900.08,4,0.0,117.0104,2019-12,12.2019,,,3505.0,2019-12-18,2019-12-23,Standard Processing,,
3537,CA-2019-145842,2019-06-17,Second Class,FM-14380,Fred McMath,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10000419,40.74,3,0.0,0.4073999999999991,2019-06,06.2019,,,3537.0,2019-06-17,2019-06-21,Standard Processing,,
3591,CA-2020-146535,2020-11-24,Standard Class,FM-14290,Frank Merwin,Facebook,United States,Richmond,Kentucky,40475.0,South,Power Muesli,Steel Cut,OFF-ST-10001526,1443.96,12,0.0,375.42959999999994,2020-11,11.2020,,,3590.0,2020-11-24,2020-12-02,Standard Processing,,
3593,CA-2019-108434,2019-12-05,Second Class,JG-15160,James Galang,Email,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10002615,465.18,3,0.0,120.94680000000001,2019-12,12.2019,,,3593.0,2019-12-05,2019-12-11,Standard Processing,,
3595,CA-2019-164154,2019-09-11,Standard Class,NZ-18565,Nick Zandusky,Facebook,United States,Toledo,Ohio,43615.0,East,Power Muesli,Steel Cut,OFF-ST-10002562,37.52000000000001,5,0.2,3.751999999999999,2019-09,09.2019,,,3594.0,2019-09-11,2019-09-18,Standard Processing,2019-09-17,2019-09-18
3632,CA-2020-132178,2020-05-03,Second Class,DB-12970,Darren Budd,Sales,United States,Los Angeles,California,90004.0,West,Power Muesli,Steel Cut,OFF-ST-10000464,69.52,2,0.0,19.465600000000002,2020-05,05.2020,,,3632.0,2020-05-03,2020-05-13,Standard Processing,,
3656,CA-2020-168102,2020-04-24,Standard Class,CP-12340,Christine Phan,Sales,United States,Jacksonville,Florida,32216.0,South,Power Muesli,Steel Cut,OFF-ST-10001370,113.56800000000001,2,0.2,-21.29400000000002,2020-04,04.2020,,,3656.0,2020-04-24,2020-05-01,Standard Processing,,
3699,CA-2017-140039,2017-09-13,Standard Class,ON-18715,Odella Nelson,Sales,United States,Tempe,Arizona,85281.0,West,Power Muesli,Steel Cut,OFF-ST-10001034,79.4,5,0.2,5.955000000000005,2017-09,09.2017,,,,,,,,
3746,CA-2019-149979,2019-09-23,Second Class,RA-19915,Russell Applegate,Email,United States,Columbus,Georgia,31907.0,South,Power Muesli,Steel Cut,OFF-ST-10003058,118.25,5,0.0,34.2925,2019-09,09.2019,2019-10-07,Russell Applegate,3746.0,2019-09-23,2019-10-02,Standard Processing,,
3772,US-2019-101196,2019-05-12,Standard Class,FM-14215,Filia McAdams,Sales,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Steel Cut,OFF-ST-10004804,82.368,2,0.2,-19.562399999999997,2019-05,05.2019,,,3772.0,2019-05-12,2019-05-22,Standard Processing,,
3787,CA-2019-144218,2019-10-31,Standard Class,JD-15895,Jonathan Doherty,Sales,United States,Los Angeles,California,90045.0,West,Power Muesli,Steel Cut,OFF-ST-10002615,1085.42,7,0.0,282.2092,2019-10,10.2019,,,3787.0,2019-10-31,2019-11-06,Standard Processing,,
3795,US-2017-117163,2017-01-27,Standard Class,EJ-13720,Ed Jacobs,Email,United States,San Diego,California,92037.0,West,Power Muesli,Steel Cut,OFF-ST-10003692,57.23,1,0.0,14.307499999999997,2017-01,01.2017,,,,,,,,
3827,CA-2017-132801,2017-10-07,Standard Class,JG-15805,John Grady,Sales,United States,Dallas,Texas,75217.0,Central,Power Muesli,Steel Cut,OFF-ST-10001228,107.44,10,0.2,10.744000000000007,2017-10,10.2017,,,,,,,,
3848,CA-2020-129000,2020-11-25,Second Class,SZ-20035,Sam Zeldin,Facebook,United States,Canton,Michigan,48187.0,Central,Power Muesli,Steel Cut,OFF-ST-10001097,501.81000000000006,3,0.0,0.0,2020-11,11.2020,,,3848.0,2020-11-25,2020-11-30,Standard Processing,,
3855,US-2020-131849,2020-06-06,Standard Class,GH-14410,Gary Hansen,Facebook,United States,San Francisco,California,94122.0,West,Power Muesli,Steel Cut,OFF-ST-10002957,26.400000000000002,5,0.0,0.0,2020-06,06.2020,,,3854.0,2020-06-06,2020-06-15,Standard Processing,,
3879,CA-2017-151001,2017-04-05,First Class,JG-15805,John Grady,Sales,United States,Decatur,Illinois,62521.0,Central,Power Muesli,Steel Cut,OFF-ST-10003455,49.632000000000005,4,0.2,3.7224000000000004,2017-04,04.2017,,,,,,,,
3903,US-2018-119312,2018-10-02,Second Class,CS-12400,Christopher Schild,Facebook,United States,Los Angeles,California,90045.0,West,Power Muesli,Steel Cut,OFF-ST-10000943,270.34,14,0.0,75.6952,2018-10,10.2018,,,,,,,,
3920,US-2018-148817,2018-12-01,Standard Class,KD-16495,Keith Dawkins,Sales,United States,Chesapeake,Virginia,23320.0,South,Power Muesli,Steel Cut,OFF-ST-10001321,61.68,4,0.0,16.653600000000004,2018-12,12.2018,,,,,,,,
3925,CA-2017-103940,2017-09-17,Standard Class,BN-11515,Bradley Nguyen,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Steel Cut,OFF-ST-10004963,30.28,2,0.0,1.211199999999998,2017-09,09.2017,,,,,,,,
4037,CA-2018-148859,2018-12-28,Standard Class,FH-14350,Fred Harton,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Steel Cut,OFF-ST-10004950,24.816000000000003,2,0.2,1.5509999999999984,2018-12,12.2018,,,,,,,,
4058,CA-2017-163034,2017-11-24,Standard Class,DK-12985,Darren Koutras,Email,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Steel Cut,OFF-ST-10000046,646.2,5,0.2,-8.077499999999986,2017-11,11.2017,,,,,,,,
4093,CA-2020-166576,2020-05-16,First Class,JM-15865,John Murray,Email,United States,Akron,Ohio,44312.0,East,Power Muesli,Steel Cut,OFF-ST-10002574,221.024,2,0.2,-55.256,2020-05,05.2020,,,4093.0,2020-05-16,2020-05-20,Express,,
4108,CA-2018-105599,2018-09-07,First Class,MC-17275,Marc Crier,Email,United States,New York City,New York,10011.0,East,Power Muesli,Steel Cut,OFF-ST-10002486,13.96,2,0.0,0.27919999999999945,2018-09,09.2018,,,,,,,,
4137,CA-2020-105914,2020-10-02,Standard Class,PV-18985,Paul Van Hugh,Facebook,United States,Los Angeles,California,90036.0,West,Power Muesli,Steel Cut,OFF-ST-10003716,1575.14,7,0.0,204.7682,2020-10,10.2020,,,4136.0,2020-10-02,2020-10-09,Standard Processing,,
4140,CA-2020-127313,2020-12-01,First Class,RA-19285,Ralph Arnett,Email,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Steel Cut,OFF-ST-10001228,37.392,3,0.2,2.336999999999998,2020-12,12.2020,,,4140.0,2020-12-01,2020-12-04,Express,,
4168,CA-2017-157924,2017-10-11,First Class,HA-14920,Helen Andreada,Email,United States,Pasadena,California,91104.0,West,Power Muesli,Steel Cut,OFF-ST-10002352,31.92,4,0.0,8.299199999999999,2017-10,10.2017,,,,,,,,
4172,CA-2020-100601,2020-11-16,Standard Class,JK-15370,Jay Kimmel,Email,United States,Fresno,California,93727.0,West,Power Muesli,Steel Cut,OFF-ST-10002486,48.86,7,0.0,0.9771999999999981,2020-11,11.2020,,,4172.0,2020-11-16,2020-11-23,Standard Processing,,
4189,CA-2020-112536,2020-05-18,Standard Class,SG-20890,Susan Gilcrest,Sales,United States,Mcallen,Texas,78501.0,Central,Power Muesli,Steel Cut,OFF-ST-10004835,8.928,2,0.2,0.6696,2020-05,05.2020,,,4187.0,2020-05-18,2020-05-27,Standard Processing,,
4277,CA-2020-151358,2020-08-18,Standard Class,NF-18595,Nicole Fjeld,Facebook,United States,Seattle,Washington,98105.0,West,Power Muesli,Steel Cut,OFF-ST-10000046,323.1,2,0.0,61.38900000000001,2020-08,08.2020,,,4277.0,2020-08-18,2020-08-26,Standard Processing,,
